"","item_ID","label","english","description","comment","response_scale_discrete","response_scale_vas","branched_from","branched_response","beep_level","beeps_per_day","morning","evening","event","other","children","adolescents","adults","elderly","gen_pop","outpatient","inpatient","which","dataset","contact","open","open_link","request","closed","citation","existing_adapt","existing_ref","how_admin","how_long_beep","reliability","validity","development","item_use","item_instructions","item_other","X","tag"
"1690",1690,"Dit is een duidelijke gedachte","This thought was clear","Thoughts","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1690,"sleep"
"1691",1691,"Dit is een gewone gedachte","This is an ordinary thought","Thoughts","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1691,"cognition"
"1692",1692,"Dit is een plezierige gedachte","This thought was pleasant","Thoughts","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1692,""
"1693",1693,"Ik kan me moeilijk concentreren","I'm having difficulties concentrating","Thoughts","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1693,""
"1694",1694,"Ik voel me opgewekt","I feel cheerful","Positive affect","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, van Os J, Schwartz JE, Stone AA, Delespaul PA. 2001. Emotional reactivity to daily life stress in psychosis. Arch Gen Psychiatry 58(12):1137–1144.","paper/pen + wristwatch that emitted beep","15 minutes","PA scale (Cronbach's alpha = 0.85)","","The items ‘‘happy,’’ ‘‘cheerful,’’ ‘‘relaxed,’’ and ‘‘satisfied’’ formed the PA scale","","","",1694,""
"1695",1695,"Ik voel me ontspannen","I feel relaxed","Positive affect","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, van Os J, Schwartz JE, Stone AA, Delespaul PA. 2001. Emotional reactivity to daily life stress in psychosis. Arch Gen Psychiatry 58(12):1137–1144.","paper/pen + wristwatch that emitted beep","15 minutes","PA scale (Cronbach's alpha = 0.85)","","The items ‘‘happy,’’ ‘‘cheerful,’’ ‘‘relaxed,’’ and ‘‘satisfied’’ formed the PA scale","","","",1695,"cognition;attention"
"1696",1696,"Ik voel me tevreden","I feel satisfied","Positive affect","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, van Os J, Schwartz JE, Stone AA, Delespaul PA. 2001. Emotional reactivity to daily life stress in psychosis. Arch Gen Psychiatry 58(12):1137–1144.","paper/pen + wristwatch that emitted beep","15 minutes","PA scale (Cronbach's alpha = 0.85)","","The items ‘‘happy,’’ ‘‘cheerful,’’ ‘‘relaxed,’’ and ‘‘satisfied’’ formed the PA scale","","","",1696,"positive affect"
"1697",1697,"Ik voel me onzeker","I feel insecure","Negative affect","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, van Os J, Schwartz JE, Stone AA, Delespaul PA. 2001. Emotional reactivity to daily life stress in psychosis. Arch Gen Psychiatry 58(12):1137–1144.","paper/pen + wristwatch that emitted beep","15 minutes","NA scale (Cronbach’s alpha = 0.80)","","the items ‘‘down,’’ ‘‘guilty,’’ ‘‘insecure,’’ ‘‘lonely,’’ and ‘‘anxious’’ formed the NA scale","","","",1697,"positive affect"
"1698",1698,"Ik voel me eenzaam","I feel lonely","Negative affect","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, van Os J, Schwartz JE, Stone AA, Delespaul PA. 2001. Emotional reactivity to daily life stress in psychosis. Arch Gen Psychiatry 58(12):1137–1144.","paper/pen + wristwatch that emitted beep","15 minutes","NA scale (Cronbach’s alpha = 0.80)","","the items ‘‘down,’’ ‘‘guilty,’’ ‘‘insecure,’’ ‘‘lonely,’’ and ‘‘anxious’’ formed the NA scale","","","",1698,"positive affect"
"1699",1699,"Ik voel me angstig","I feel anxious","Negative affect","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, van Os J, Schwartz JE, Stone AA, Delespaul PA. 2001. Emotional reactivity to daily life stress in psychosis. Arch Gen Psychiatry 58(12):1137–1144.","paper/pen + wristwatch that emitted beep","15 minutes","NA scale (Cronbach’s alpha = 0.80)","","the items ‘‘down,’’ ‘‘guilty,’’ ‘‘insecure,’’ ‘‘lonely,’’ and ‘‘anxious’’ formed the NA scale","","","",1699,"negative affect;self-esteem"
"1700",1700,"Ik voel me somber","I feel down","Negative affect","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, van Os J, Schwartz JE, Stone AA, Delespaul PA. 2001. Emotional reactivity to daily life stress in psychosis. Arch Gen Psychiatry 58(12):1137–1144.","paper/pen + wristwatch that emitted beep","15 minutes","NA scale (Cronbach’s alpha = 0.80)","","the items ‘‘down,’’ ‘‘guilty,’’ ‘‘insecure,’’ ‘‘lonely,’’ and ‘‘anxious’’ formed the NA scale","","","",1700,"negative affect"
"1701",1701,"Ik voel me schuldig","I feel guilty","Negative affect","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, van Os J, Schwartz JE, Stone AA, Delespaul PA. 2001. Emotional reactivity to daily life stress in psychosis. Arch Gen Psychiatry 58(12):1137–1144.","paper/pen + wristwatch that emitted beep","15 minutes","NA scale (Cronbach’s alpha = 0.80)","","the items ‘‘down,’’ ‘‘guilty,’’ ‘‘insecure,’’ ‘‘lonely,’’ and ‘‘anxious’’ formed the NA scale","","","",1701,"anxiety;negative affect"
"1702",1702,"Ik voel me gelukkig","I feel happy","Positive affect","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, van Os J, Schwartz JE, Stone AA, Delespaul PA. 2001. Emotional reactivity to daily life stress in psychosis. Arch Gen Psychiatry 58(12):1137–1144.","paper/pen + wristwatch that emitted beep","15 minutes","PA scale (Cronbach's alpha = 0.85)","","The items ‘‘happy,’’ ‘‘cheerful,’’ ‘‘relaxed,’’ and ‘‘satisfied’’ formed the PA scale","","","",1702,"negative affect"
"1703",1703,"Mijn gedachten zijn nu achterdochtig","My mind is now suspicious","Psychopathology (psychosis)","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, Marcelis M, Krabbendam L, Delespaul P, van Os J. 2005c. Subtle fluctuations in psychotic phenomena as functional states of abnormal dopamine reactivity in individuals at risk. Biol Psychiatry 58(2):105–110.","paper/pen + wristwatch that emitted beep","15 minutes","ESM psychosis' Cronbach's alpha = .77","","ESM psychosis' = sumscore of psychosis symptoms items. A sumscore was preferred over other approaches (e.g. using the highest symptom score as measure for psychosis) because the ESM psychosis measure had to allow to pick up subtle fluctuations in psychotic symptomatology reactive to small, daily life stressors; a score that ranges from 9 to 63 (as in a sumscore) is more likely to allow this than a score that only ranges from 1 to 7 (as in the highest psychotic symptom score). Furthermore, the use of a sumscore was chosen because of its consistency with previous ESM studies that examined psychotic reactivity to daily life stressors [MyinGermeys et al., 2005a,b].","","","",1703,"negative affect"
"1704",1704,"Mijn gedachten laten me niet los","I can’t get these thoughts out of my head","Psychopathology (psychosis)","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, Marcelis M, Krabbendam L, Delespaul P, van Os J. 2005c. Subtle fluctuations in psychotic phenomena as functional states of abnormal dopamine reactivity in individuals at risk. Biol Psychiatry 58(2):105–110.","paper/pen + wristwatch that emitted beep","15 minutes","ESM psychosis' Cronbach's alpha = .77","","ESM psychosis' = sumscore of psychosis symptoms items. A sumscore was preferred over other approaches (e.g. using the highest symptom score as measure for psychosis) because the ESM psychosis measure had to allow to pick up subtle fluctuations in psychotic symptomatology reactive to small, daily life stressors; a score that ranges from 9 to 63 (as in a sumscore) is more likely to allow this than a score that only ranges from 1 to 7 (as in the highest psychotic symptom score). Furthermore, the use of a sumscore was chosen because of its consistency with previous ESM studies that examined psychotic reactivity to daily life stressors [MyinGermeys et al., 2005a,b].","","","",1704,"positive affect"
"1705",1705,"Mijn gedachten worden door anderen beïnvloed","My thoughts are influenced by other people","Psychopathology (psychosis)","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, Marcelis M, Krabbendam L, Delespaul P, van Os J. 2005c. Subtle fluctuations in psychotic phenomena as functional states of abnormal dopamine reactivity in individuals at risk. Biol Psychiatry 58(2):105–110.","paper/pen + wristwatch that emitted beep","15 minutes","ESM psychosis' Cronbach's alpha = .77","","ESM psychosis' = sumscore of psychosis symptoms items. A sumscore was preferred over other approaches (e.g. using the highest symptom score as measure for psychosis) because the ESM psychosis measure had to allow to pick up subtle fluctuations in psychotic symptomatology reactive to small, daily life stressors; a score that ranges from 9 to 63 (as in a sumscore) is more likely to allow this than a score that only ranges from 1 to 7 (as in the highest psychotic symptom score). Furthermore, the use of a sumscore was chosen because of its consistency with previous ESM studies that examined psychotic reactivity to daily life stressors [MyinGermeys et al., 2005a,b].","","","",1705,"psychosis;symptom"
"1706",1706,"Ik hoor stemmen","I hear voices","Psychopathology (psychosis)","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","ESM psychosis' Cronbach's alpha = .77","","ESM psychosis' = sumscore of psychosis symptoms items. A sumscore was preferred over other approaches (e.g. using the highest symptom score as measure for psychosis) because the ESM psychosis measure had to allow to pick up subtle fluctuations in psychotic symptomatology reactive to small, daily life stressors; a score that ranges from 9 to 63 (as in a sumscore) is more likely to allow this than a score that only ranges from 1 to 7 (as in the highest psychotic symptom score). Furthermore, the use of a sumscore was chosen because of its consistency with previous ESM studies that examined psychotic reactivity to daily life stressors [MyinGermeys et al., 2005a,b].","","","",1706,"rumination"
"1707",1707,"Ik zie dingen die anderen niet kunnen zien","I see thing that other cannot see","Psychopathology (psychosis)","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","ESM psychosis' Cronbach's alpha = .77","","ESM psychosis' = sumscore of psychosis symptoms items. A sumscore was preferred over other approaches (e.g. using the highest symptom score as measure for psychosis) because the ESM psychosis measure had to allow to pick up subtle fluctuations in psychotic symptomatology reactive to small, daily life stressors; a score that ranges from 9 to 63 (as in a sumscore) is more likely to allow this than a score that only ranges from 1 to 7 (as in the highest psychotic symptom score). Furthermore, the use of a sumscore was chosen because of its consistency with previous ESM studies that examined psychotic reactivity to daily life stressors [MyinGermeys et al., 2005a,b].","","","",1707,""
