item_ID,label,description,english,tag_automated,check2_tag_remove,check2_tag_add,check2_tag_new,edited_by,check1_tag_remove,check1_tag_add
1245,Deze gebeurtenis had ik verwacht,Event,I expected this event,event,,,,Milla;Laura,,appraisal
1246,Deze piep stoorde mij,beep disturbance,This beep disturbed me,methodological,,,,Milla;Laura,,
1247,Het is nu …uur…min,response time,It now is …h …min,,,,,Milla;Laura,,
1248,Speekselmonster genomen om …uur…min,saliva sample,Saliva sample taken at …hour …min,,,,,Milla;Laura,,
1249,Ik ga nu slapen. Het is nu … uur en … min,Evening,I'm going to bed now. It is now … hours and … min,evening,,,,Milla;Laura,,
1250,Het invullen van het boekje heeft mijn stemming beïnvloed,Evening,Filling in the booklet influenced my mood,evening,,,,Milla;Laura,,methodological
1251,Zonder de pieper zou ik vandaag andere dingen gedaan hebben,Evening,If I hadn't had the pager (PM: the device) I would have done other things today,evening,,,,Milla;Laura,,methodological
1252,Heeft het meedoen aan dit onderzoek u vandaag gestoord? ,Evening,Did participating in this study disturb you today?,methodological;evening,,,,Milla;Laura,,
1253,Had het onderzoek een invloed op uw gedachten?,Evening,Did the study affect your thoughts?,evening,,,,Milla;Laura,,methodological
1254,Globaal gezien voelde ik me vandaag goed,Evening,"Generally, I felt well today",evening,,,,Milla;Laura,,positive affect
1255,"Over het algemeen, vergeleken met andere dagen, voelde ik me vandaag tevreden",Evening,"Generally, compared to other days, I felt content today",positive affect;evening,,,,Milla;Laura,,
1256,Het was een rotdag,Evening,It was a bad day,evening,,,,Milla;Laura,,appraisal
1257,Ik heb het boekje niet ingevuld van …u en …min,Evening,I did not fill in the booklet from …hrs …min,evening,,,,Milla;Laura,,methodological
1258,Reden voor het niet invullen van het boekje: ,Evening,Reason for not filling in the booklet: ,evening,,,,Milla;Laura,,methodological
1259,Denk aan de meest belangrijke gebeurtenis van de dag ,Event,Think about the most important event of the day!,event;evening,,,,Milla;Laura,,
1260,Hoe plezierig was deze gebeurtenis -3/+3,Event,How pleasant was this event,event;evening,,,,Milla;Laura,,appraisal
1261,Deze gebeurtenis was voor mij belangrijk,Event,This event was important for me,event;evening,,,,Milla;Laura,,appraisal
1262,Dit was voor mij stressvol,Event,This was stressful for me,event;stress;evening,,,,Milla;Laura,,appraisal
1263,Is dit (of iets soortgelijks) vaker voorgekomen?,Event,Has this (or something similar) happened more often?,event;evening,,,,Milla;Laura,,appraisal
1264,Zo ben ik met de situatie omgegaan: ………,Event,This is how I handled the situation,event;evening,,,,Milla;Laura,,appraisal
1265,Dit was moeilijk,Event,this was difficult,event;evening,,,,Milla;Laura,,appraisal
1266,Ik ben er tevreden over,Event,I am satisfied with it,event;positive affect;evening,,,,Milla;Laura,positive affect,appraisal
1267,Het bood een oplossing,Event,It offered a solution,event;evening,,,,Milla;Laura,,appraisal
1268,Ik voel me hierdoor beter,Event,I feel better because of this,event;evening,,,,Milla;Laura,,appraisal
1269,Was deze situatie verwacht? ,Event,Was this situation expected?,event;evening,,,,Milla;Laura,,appraisal
1270,Kon u het verloop ervan beinvloeden? ,Event,Could you influence the event's course?,event;evening,,,,Milla;Laura,,appraisal
1271,Vandaag heb ik medicijnen gebruikt,Evening,Today I took my medicine,evening,,,,Milla;Laura,,physical health;substance use
1272,Welke medicijnen heb je genomen en om hoelaat?,Evening,What medications did you take and at what time did you take them?,evening,,,,Milla;Laura,,physical health;substance use
1273,Hoe lang duurde het voordat ik gisterenavond insliep,Sleep quality,How long did it take before I fell asleep last night,sleep;morning,,,,Milla;Laura,,
1274,Hoe vaak werd ik afgelopen nacht wakker,Sleep quality,How often did I wake up last night,sleep;morning,,,,Milla;Laura,,
1275,Hoe lang lag ik vanmorgen wakker voordat ik opstond?,Sleep quality,How long did I lie awake this morning before getting up,arousal;sleep;morning,,,,Milla;Laura,arousal,
1276,Ik heb goed geslapen ,Sleep quality,I slept well,sleep;morning,,,,Milla;Laura,,
1277,Ik heb zin in deze dag,Sleep quality,I am looking forward to this day,sleep;morning,,,,Milla;Laura,,
1278,Ik voel me uitgerust,Sleep quality,I feel well rested,sleep;morning,,,,Milla;Laura,,
1279,Ik ben aan het piekeren over dingen,Thoughts,I'm worrying about things,worry,,,,Milla;Laura,,
1280,Ik voel me opgewekt,Positive affect,I feel cheerful,positive affect,,,,Milla;Laura,,
1281,Ik voel me ontspannen,Positive affect,I feel relaxed,positive affect,,,,Milla;Laura,,
1282,Ik voel me enthousiast,Positive affect,I feel enthousiastic,positive affect,,,,Milla;Laura,,
1283,Ik voel me tevreden,Positive affect,I feel satisfied,positive affect,,,,Milla;Laura,,
1284,Ik voel me onzeker,Negative affect,I feel insecure,negative affect;self-esteem,,,,Milla;Laura,,
1285,Ik voel me eenzaam,Negative affect,I feel lonely,negative affect,,,,Milla;Laura,,
1286,Ik voel me angstig,Negative affect,I feel anxious,anxiety;negative affect;worry,,,,Milla;Laura,worry,
1287,Ik voel me geïrriteerd,Negative affect,I feel irritated,negative affect,,,,Milla;Laura,,
1288,Ik voel me somber,Negative affect,I feel down,negative affect,,,,Milla;Laura,,
1289,Ik voel me schuldig,Negative affect,I feel guilty,negative affect,,,,Milla;Laura,,
1290,Globaal gezien voel ik mij goed op dit moment,Mood,I generally feel well at the moment,,,,,Milla;Laura,,positive affect
1291,Ik voel me niet lekker,Physical,I don't feel well,,,,,Milla;Laura,,physical health
1292,Ik voel me energiek,Positive affect,I feel energetic,positive affect,,,,Milla;Laura,,
1293,Ik ben moe,Physical,I am tired,fatigue,,,,Milla;Laura,,physical health
1294,Wat ben ik aan het doen?,ACTIVITY,What am I doing?,activity,,,,Milla;Laura,,
1295,Ik zou liever wat (/iets) anders doen,ACTIVITY,I would rather be doing something else,activity,,,,Milla;Laura,,appraisal
1296,Dit is moeilijk voor mij,ACTIVITY,This is difficult for me,activity,,,,Milla;Laura,,appraisal
1297,Ik ben gefocust,ACTIVITY,I am focused,activity;attention;substance use,,,,Milla;Laura,,appraisal
1298,Dit kan ik goed,ACTIVITY,I can do this well,activity,,,,Milla;Laura,,appraisal
1299,Waar ben ik?,Context,Where am I?,location,,,,Milla;Laura,,
1300,Met wie ben ik?,Social context,Who am I with?,social context,,,,Milla;Laura,,
1301,Ik zou liever alleen zijn,Social context,I would rather be alone,social context,,,,Milla;Laura,,appraisal
1302,Ik zou liever in gezelschap van andere mensen zijn,Social context,I would rather be in company,social context,,,,Milla;Laura,,appraisal
1303,Ik vind dit gezelschap aangenaam,Social context,I like this company,social context,,,,Milla;Laura,,appraisal
1304,Ik vind het aangenaam (fijn) om alleen te zijn,Social context,I like being alone,social context,,,,Milla;Laura,,appraisal
1305,Sinds de laatste piep gebruikte ik…  ,USE,Since the last beep I have used …,substance use,,,,Milla;Laura,,
1306,Deze beep stoorde mij,General,This beep disturbed me,methodological,,,,Milla;Laura,,
1307,(mVSWMT),Cognitive task,(mVSWMT),cognition,,,,Milla;Laura,,
1308,(mDSST),Cognitive task,(mDSST),cognition,,,,Milla;Laura,,
1309,Ik denk dat ik het allemaal heb onthouden,Cognitive task,I think I remembered it all,cognition,,,,Milla;Laura,,
1310,Ik werd afgeleid tijdens deze taak,Cognitive task,I got distracted during the task,attention;cognition,,,,Milla;Laura,,
1311,Globaal gezien heb ik mij vandaag goed gevoeld,Evening,"Generally, I felt well today",evening,,,,Milla;Laura,,positive affect
1312,Globaal gezien heb ik mij vandaag moe gevoeld,Evening,"Generally, I felt tired today",fatigue;evening,,,,Milla;Laura,,physical health
1313,Globaal gezien heb ik mij vandaag gespannen gevoeld,Evening,"Generally, I felt tense today",stress;evening,,,,Milla;Laura,,
1314,Globaal gezien heb ik vandaag veel gepiekerd,Evening (cognitive),"Generally, I worried at lot today",anxiety;worry;evening,,,,Milla;Laura,,
1315,Globaal gezien heb ik me vandaag geconcentreerd gevoeld,Evening (cognitive),"Generally, I could concentrate well today",cognition;evening,,,,Milla;Laura,,
1316,Globaal gezien heb ik me vandaag vergeetachtig gevoeld,Evening (cognitive),"Generally, I felt forgetful today",evening,,,,Milla;Laura,,cognition
1317,Hoe laat ben ik opgestaan? ,MORNING,What time did I get out of bed for the day? ,morning,,,,Milla;Laura,,
1318,Hoe laat probeerde ik in slaap te vallen? ,MORNING,What time did I try to go to sleep? ,sleep;morning,,,,Milla;Laura,,
1319,Hoe lang duurde het voordat ik in slaap viel?,MORNING,How long did it take me to fall asleep? ,sleep;morning,,,,Milla;Laura,,
1320,"Hoe vaak werd ik wakker, mijn uiteindelijk ontwaken niet meegeteld? ",MORNING,"Hoe many times did I wake up, not counting my final awakening? ",arousal;morning,,,,Milla;Laura,arousal,sleep
1321,Hoe lang ben ik in totaal wakker geweest? ,MORNING,"In total, how long did these awakenings last? ",arousal;morning,,,,Milla;Laura,arousal,sleep
1322,Hoe laat werd ik uiteindelijk wakker? ,MORNING,What was the time of my final awakening? ,arousal;morning,,,,Milla;Laura,arousal,sleep
1323,Ik heb goed geslapen ,MORNING,I slept well,morning,,,,Milla;Laura,,sleep
1324,Ik voel me fit,MORNING,I feel fit,morning,,,,Milla;Laura,,
1325,Ik ben alert,MORNING,I am alert,arousal;morning,,,,Milla;Laura,,
1326,Hoeveel uur heb ik vannacht in totaal geslapen?,MORNING,How many hours of sleep did I get in total last night?,sleep;morning,,,,Milla;Laura,,
1327,Ik pieker,THOUGHTS,I'm worrying about things,worry,,,,Milla;Laura,,
1328,Ik voel me opgewekt,MOOD,I feel cheerful,positive affect,,,,Milla;Laura,,
1329,Ik voel me ontspannen,MOOD,I feel relaxed,positive affect,,,,Milla;Laura,,arousal
1330,Ik voel me enthousiast,MOOD,I feel enthousiastic,,,,,Milla;Christina,,positive affect
1331,Ik voel me tevreden,MOOD,I feel satisfied,positive affect,,,,Milla;Christina,,
1332,Ik voel me onzeker,MOOD,I feel insecure,self-esteem,,,,Milla;Christina,,
1333,Ik voel me eenzaam,MOOD,I feel lonely,,,,,Milla;Christina,,negative affect
1334,Ik voel me angstig,MOOD,I feel anxious,anxiety;negative affect;worry,,,,Milla;Christina,worry,
1335,Ik voel me somber,MOOD,I feel down,negative affect,,,,Milla;Christina,,
1336,Ik voel me schuldig,MOOD,I feel guilty,negative affect,,,,Milla;Christina,,
1337,Ik voel me prikkelbaar,MOOD,I feel irritated,negative affect,,,,Milla;Christina,,
1338,Ik voel me ongeduldig,MOOD,I feel impatienet,,,,,Milla;Christina,,
1339,Ik voel me spraakzaam,MOOD,Do you feel talkative?,,,,,Milla;Christina,,
1340,Ik voel me wantrouwig,PATHOLOGY,I feel distrustful,,,,,Milla;Christina,,
1341,Ik voel me gejaagd,PATHOLOGY,I feel harried,,,,,Milla;Christina,,
1342,Ik heb het gevoel dat alles vanzelf gaat,PATHOLOGY,I feel like everything goes by itself,,,,,Milla;Christina,,
1343,ik heb het druk in mijn hoofd,PATHOLOGY,I'm busy in my head,,,,,Milla;Christina,,
1344,Ik voel me energiek,PHYSICAL,I feel energetic,positive affect,,,,Milla;Christina,,
1345,Wat doe ik (vlak voordat de piep afging)?,ACTIVITY,What am I doing (right before the beep)? ,activity,,,,Milla;Christina,,
1346,Het (Dit) kost mij moeite,ACTIVITY,This is difficult for me,activity,,,,Milla;Christina,,appraisal
1347,Ik vind dat ik actief bezig ben,ACTIVITY,I think I am actively engaged,activity,,,,Milla;Christina,,appraisal
1348,Ik doe deze activiteit graag,ACTIVITY,I like doing this,activity,,,,Milla;Christina,,appraisal
1349,Ik ben er met mijn aandacht (gedachten)  bij,ACTIVITY,I have my attention (thoughts) at hand,activity;attention;cognition,,,,Milla;Christina,,appraisal
1350,Ik ben met meerdere dingen tegelijkertijd bezig,ACTIVITY,I am busy with several things at the same time,activity,,,,Milla;Christina,,
1351,Waar ben ik,LOCATION,Where am I,location,,,,Milla;Christina,,
1352,Met wie ben ik?,SOCIAL,Who am I with,social context,,,,Milla;Christina,,
1353,Ik zou liever alleen zijn,SOCIAL,I would prefer to be alone,,,,,Milla;Christina,,social context;appraisal
1354,Ik vind dit gezelschap aangenaam,SOCIAL,I find the people I am with pleasant,,,,,Milla;Christina,,social context;appraisal
1355,Ik vind het aangenaam (fijn) om alleen te zijn,SOCIAL,I enjoy being alone,,,,,Milla;Christina,,social context;appraisal
1356,Ik heb ervoor gekozen om alleen te zijn,SOCIAL,I chose to be alone,,,,,Milla;Christina,,social context;appraisal
1357,Sinds vorige beep is het belangrijkste wat/dat er voor mij gebeurd is:,EVENT,Since the last beep the most important thing that has happened is,event,,,,Milla;Christina,,
1358,Hoe plezierig was deze gebeurtenis -3/+3,EVENT,How pleasant was this event,event,,,,Milla;Christina,,appraisal
1359,Deze gebeurtenis had vooral te maken met,EVENT,This mainly concerned:,event;worry,,,,Milla;Christina,worry,
1360,Deze piep stoorde mij,beep disturbance,This beep disturbed me,methodological,,,,Milla;Christina,,
1361,Midden op het scherm verschijnt een rood cijfer. Welk symbool hoort erbij? Kies zo snel mogelijk het juiste symbool uit het rijtje onderaan het scherm.,mdSST,A red number appears in the middle of the screen. Which symbol belongs to it? Choose the correct symbol as quickly as possible from the row at the bottom of the screen.,social support,,,,Milla;Christina,social support,
1362,Wat is de hoofdstad van Canada?  A Toronto;B Ottawa ; C Montreal;D Vancouver,JTC,What is the capital of Canada?  A Toronto;B Ottawa ; C Montreal;D Vancouver,,,,,Milla;Christina,,
1363,A Toronto; B Ottawa; C Montreal; D Vancouver; Wat is de kans dat A juist is?,JTC,A Toronto; B Ottawa; C Montreal; D Vancouver; What is the probability that A is correct?,,,,,Milla;Christina,,
1364,Kiest u voor een van deze antwoordopties?,JTC,Do you choose any of these answer options?,,,,,Milla;Christina,,
1365,Wat is volgens u het juiste antwoord?,JTC,Which do you think is the correct answer?,,,,,Milla;Christina,,
1366,Welke antwoordoptie is volgens u onjuist?,JTC,Which answer option do you think is incorrect?,,,,,Milla;Christina,,
1367,Hoe laat ben ik opgestaan? ,Sleep quality,What time did I get out of bed for the day? ,sleep;morning,,,,Milla;Christina,,
1368,Hoe lang duurde het voordat ik in slaap viel?,Sleep quality,How long did it take me to fall asleep? ,sleep;morning,,,,Milla;Christina,,
1369,"Hoe vaak werd ik wakker, mijn uiteindelijk ontwaken niet meegeteld? ",Sleep quality,"Hoe many times did I wake up, not counting my final awakening? ",arousal;sleep;morning,,,,Milla;Christina,arousal,
1370,Hoe lang lag ik vanmorgen wakker voordat ik opstond?,Sleep quality,How long did I lie awake this morning before getting up,arousal;sleep;morning,,,,Milla;Christina,arousal,
1371,Ik heb goed geslapen ,Sleep quality,I slept well,sleep;morning,,,,Milla;Christina,,
1372,Ik voel me opgewekt,Positive affect,I feel cheerful,positive affect,,,,Milla;Christina,,
1373,Ik voel me ontspannen,Positive affect,I feel relaxed,positive affect,,,,Milla;Christina,,
1374,Ik voel me enthousiast,Positive affect,I feel enthousiastic,positive affect,,,,Milla;Christina,,
1375,Ik voel me tevreden,Positive affect,I feel satisfied,positive affect,,,,Milla;Christina,,
1376,Ik voel me onzeker,Negative affect,I feel insecure,negative affect;self-esteem,,,,Milla;Christina,,
1377,Ik voel me eenzaam,Negative affect,I feel lonely,negative affect,,,,Milla;Christina,,
1378,Ik voel me angstig,Negative affect,I feel anxious,anxiety;negative affect;worry,,,,Milla;Christina,worry,
1379,Ik voel me geïrriteerd,Negative affect,I feel irritated,negative affect,,,,Milla;Christina,,
1380,Ik voel me somber,Negative affect,I feel down,negative affect,,,,Milla;Christina,,
1381,Globaal gezien voel ik mij nu goed,Quality of life,"Overall, I feel well at the moment",,,,,Milla;Christina,,positive affect
1382,Ik voel me gekwetst,Mood,I feel hurt,,,,,Milla;Christina,,negative affect
1383,Ik voel me achterdochtig,Pathology (psychosis),I feel suspicious,psychosis,,,,Milla;Christina,,
1384,Mijn gedachten laten me niet los,Pathology (psychosis),I can’t get these thoughts out of my head,,,,,Milla;Christina,,psychosis
1385,Ik hoor stemmen,Pathology (psychosis),I hear voices,,,,,Milla;Christina,,psychosis
1386,Ik zie 'verschijningen',Pathology (psychosis),I see things that aren't really there,,,,,Milla;Christina,,psychosis
1387,Ik voel me onwerkelijk,Pathology (psychosis),I feel unreal,,,,,Milla;Christina,,psychosis
1388,Ik ben bang iets onbeheerst te doen,Pathology (psychosis),I'm afraid I'll lose control,,,,,Milla;Christina,,psychosis
1389,Anderen belemmeren mij,Pathology (psychosis),Others hinder me,,,,,Milla;Christina,,psychosis
1390,Ik voel dat anderen me niet mogen,Pathology (psychosis),I feel that others dislike me,,,,,Milla;Christina,,psychosis
1391,Ik heb honger,Physical,I am hungry,physical health,,,,Milla;Christina,,
1392,Ik voel me niet lekker,Physical,I don't feel well,,,,,Milla;Christina,,physical health
1393,Ik ben moe,Physical,I am tired,fatigue,,,,Milla;Christina,,physical health
1394,Wat doe ik (vlak voordat de piep afging)?,Activity,What am I doing (just before the beep)? ,activity,,,,Milla;Christina,,
1395,Ik zou liever wat (/iets) anders doen,Activity,I would rather be doing something else,activity,,,,Milla;Christina,,appraisal
1396,Het (Dit) kost mij moeite,Activity,This requires effort,activity,,,,Milla;Christina,,appraisal
1397,Dit kan ik goed,Activity,I can do this well,activity,,,,Milla;Christina,,appraisal
1398,Deze activiteit is een uitdaging,Activity,This is a challenge,activity,,,,Milla;Christina,,appraisal
1399,Waar ben ik?,Location,Where am I?,location,,,,Milla;Christina,,
1400,Met wie ben ik?,Social context,With whom am I?,social context,,,,Milla;Christina,,
1401,Ik zou liever alleen zijn,Social context,I would prefer to be alone,social context,,,,Milla;Christina,,appraisal
1402,Ik vind dit gezelschap aangenaam,Social context,I find the people I am with pleasant,social context,,,,Milla;Christina,,appraisal
1403,Ik vind het aangenaam (fijn) om alleen te zijn,Social context,I enjoy being alone,social context,,,,Milla;Christina,,appraisal
1404,Ik voel me op mijn gemak,Social context,I feel at ease,positive affect;social context,,,,Milla;Christina,,appraisal
1405,Sinds de laatste piep gebruikte ik… ,substance use,Since the last beep I have used … ,substance use,,,,Milla;Christina,,
1406,"Andere, namelijk … ",substance use,"Other, namely … ",substance use,,,,Milla;Christina,,
1407,Sinds vorige beep is het belangrijkste wat/dat er voor mij gebeurd is//Denk aan de voor jou belangrijkste gebeurtenis sinds de vorige piep ,Event,Think about the most important event that happened since the previous beep. How important was this event?,event,,,,Milla;Christina,,
1408,Hoe plezierig was deze gebeurtenis -3/+3,Event,How pleasant was this event?,event,,,,Milla;Christina,,appraisal
1409,Hoe belangrijk was deze gebeurtenis?,Event,How important was this event?,event,,,,Milla;Christina,,appraisal
1410,Deze piep stoorde mij,General,This beep disturbed me,methodological,,,,Milla;Christina,,
1411,Ik vond dit een gewone dag,Evening,This was an ordinary day,evening,,,,Milla;Christina,,appraisal;methodological
1412,Het invullen van het boekje heeft mijn stemming beïnvoed,Evening,Filling in the device influenced my mood,evening,,,,Milla;Christina,,methodological
1413,Zonder de pieper zou ik vandaag andere dingen hebben gedaan,Evening,If I hadn't had the device I would have done other things today,evening,,,,Milla;Christina,,methodological
1414,Globaal gezien heb ik mij vandaag goed gevoeld,Evening,"Generally, I felt well today",evening,,,,Milla;Christina,,
1415,Globaal gezien heb ik mij vandaag moe gevoeld,Evening,"Generally, I felt tired today",fatigue;evening,,,,Milla;Christina,,
1416,Globaal gezien heb ik mij vandaag gespannen gevoeld,Evening,"Generally, I felt tense today",stress;evening,,,,Milla;Christina,,
1417,Ik ben veel alleen geweest,Evening,I spent a lot of time alone,evening,,,,Milla;Christina,,social context
1418,Ik zou liever vaker met andere mensen samen zijn geweest,Evening,I would rather have been with other people,evening,,,,Milla;Christina,,social context;appraisal
1419,Globaal gezien heb ik vandaag veel gepiekerd,Evening,"Generally, I worried at lot today",anxiety;worry;evening,,,,Milla;Christina,,
1420,Deze dag is geworden wat ik ervan verwacht had,Evening,This day met my expectations ,evening,,,,Milla;Christina,,appraisal
1421,Ik ben tevreden over mijn dag,Evening,I feel satisfied about this day,positive affect;evening,,,,Milla;Christina,,appraisal
1422,Vandaag heb ik me afgewezen gevoeld,Stigma-related experiences,Today I felt rejected,evening,,,,Milla;Christina,,appraisal
1423,Vandaag had ik controle over mijn leven,Stigma-related experiences,Today I had control over my life,evening,,,,Milla;Christina,,appraisal
1424,Vandaag heb ik mijn eigen beslissingen genomen,Stigma-related experiences,Today I made my own decisions,evening,,,,Milla;Christina,,appraisal
1425,Vandaag had ik behoefte aan steun,Stigma-related experiences,Today I felt I needed support,evening,,,,Milla;Christina,,appraisal
1426,Vandaag heb ik mezelf kunnen zijn.,Stigma-related experiences,Today I could be myself,evening,,,,Milla;Christina,,appraisal
1427,Vandaag heb ik me geaccepteerd gevoeld,Stigma-related experiences,Today I felt accepted ,evening,,,,Milla;Christina,,appraisal
1428,Dit kwam door…,Stigma-related experiences,This was caused by…,substance use;evening,,,,Milla;Christina,substance use,
1429,Dit heeft morgen nog gevolgen,Stigma-related experiences,This will have consequences tomorrow,evening,,,,Milla;Christina,,appraisal
1430,Ik was onzeker,Stigma-related experiences,I was insecure,self-esteem;evening,,,,Milla;Christina,,
1431,Ik voelde me angstig,Stigma-related experiences,I felt anxious,anxiety;negative affect;worry;evening,,,,Milla;Christina,worry,
1432,Ik voelde me sterk,Stigma-related experiences,I felt strong,evening,,,,Milla;Christina,,appraisal
1433,Hoe laat ging ik naar bed? ,Sleep quality,What time did I go into bed?,sleep;morning,,,,Milla;Christina,,
1434,Hoe laat is het nu (tijd van opstaan)?,Sleep quality,What time is it? (time at which the person wakes up),sleep;morning,,,,Milla;Christina,,
1435,Hoe hebt u vannactht geslapen?,Sleep quality,How did you sleep tonight?,sleep;morning,,,,Milla;Christina,,
1436,Hoe lang duurde het voordat ik gisterenavond insliep,Sleep quality,How long did it take before I fell asleep last night,sleep;morning,,,,Milla;Christina,,
1437,Hoe vaak werd ik afgelopen nacht wakker,Sleep quality,How often did I wake up last night,sleep;morning,,,,Milla;Christina,,
1438,Hoe lang lag ik vanmorgen wakker voordat ik opstond?,Sleep quality,How long did I lie awake this morning before getting up,arousal;sleep;morning,,,,Milla;Christina,arousal,
1439,"In het algemeen, hoe gaat het op dit moment met jou?",mood,"In general, how is it going with you right now?",,,,,Milla;Christina,,
1440,Ik voel me ontspannen,positive affect,I feel relaxed,positive affect,,,,Milla;Christina,,
1441,Ik voel me tevreden,positive affect,I feel satisfied,positive affect,,,,Milla;Christina,,
1442,Ik voel me rustig,positive affect,I feel calm ,positive affect,,,,Milla;Christina,,
1443,Ik voel me enthousiast,positive affect,I feel enthousiastic,positive affect,,,,Milla;Christina,,
1444,Ik voel me gelukkig,positive affect,I feel happy,positive affect,,,,Milla;Christina,,
1445,Ik voel me prikkelbaar,negative affect,I feel agitated,negative affect,,,,Milla;Christina,,anxiety
1446,Ik voel me moe,negative affect,I feel tired,fatigue;negative affect,,,,Milla;Christina,,
1447,Ik voel me eenzaam,negative affect,I feel lonely,negative affect,,,,Milla;Christina,,
1448,Ik voel me angstig,negative affect,I feel anxious,anxiety;negative affect;worry,,,,Milla;Christina,worry,
1449,Ik voel me gejaagd,negative affect,I feel hurried,negative affect,,,,Milla;Christina,,
1450,Ik voel me droevig,negative affect,I feel sad,negative affect,,,,Milla;Christina,,
1451,Ik voel me depressief,negative affect,I feel depressed,depression;negative affect,,,,Milla;Christina,,
1452,Ik voel me boos,negative affect,I feel angry,negative affect,,,,Milla;Christina,,
1453,"Sinds de vorige piep heb ik me lichamelijk ingespannen (vb wandelen, stofzuigen, fietsen, tenissen, rennen)",physical,"Since the last beep I have engaged in physical activity (e.g. walking, vacuuming, cycling, playing tennis, running, ..)",activity,,,,Milla;Christina,,
1454,Ik voel me lekker,physical,I feel good / I feel well,,,,,Milla;Christina,,positive affect
1455,Ik voel me energiek,physical,I feel energetic,positive affect,,,,Milla;Christina,,
1456,Ik heb dorst,physical,I am thirsty,,,,,Milla;Christina,,physical health
1457,Ik voel me slaperig,physical,I feel sleepy,fatigue;sleep,,,,Milla;Christina,,physical health
1458,Ik voel me suf,physical,I feel drowsy,,,,,Milla;Christina,,physical health
1459,Wat doe ik (vlak voordat de piep afging)?,activity,What am I doing (just before the beep)? ,activity,,,,Milla;Christina,,
1460,Ik zou liever wat (/iets) anders doen,activity,I would rather be doing something else,activity,,,,Milla;Christina,,appraisal
1461,Het (Dit) kost mij moeite,activity,This is difficult for me,activity,,,,Milla;Christina,,appraisal
1462,Ik doe deze activiteit graag,activity,I like doing this activity,activity,,,,Milla;Christina,,appraisal
1463,Kunt u uw gedachten erbij houden?,activity,Are you able to focus your attention?,activity;attention;cognition,,,,Milla;Christina,,appraisal
1464,Hoeveel plezier heb je van deze activiteit?,activity,How much are you enjoying this activity?,activity,,,,Milla;Christina,,appraisal
1465,Waar ben ik,location,Where am I,location,,,,Milla;Christina,,
1466,Met wie ben ik?,social,Who am I with,social context,,,,Milla;Christina,,
1467,Ik zou liever alleen zijn,social,I would prefer to be alone,,,,,Milla;Christina,,social context;appraisal
1468,Ik zou liever in gezelschap van andere mensen zijn,social,I would prefer to be in company (of others),,,,,Milla;Christina,,social context;appraisal
1469,Aantal personen / Met hoeveel mensen ben ik?,social,With how many people am I at the moment? ,,,,,Milla;Christina,,social context
1470,We zijn samen iets aan het doen,social,We are doing something together,,,,,Milla;Christina,,social context
1471,Sinds de laatste piep gebruikte ik…  ,substance use,Since the last beep I have used … ,substance use,,,,Milla;Christina,,
1472,Hoeveel glazen alcohol heb je gedronken?,substance use,How many glasses of alcohol did you drink? ,substance use,,,,Milla;Christina,,
1473,"Andere, namelijk … ",substance use,"Other, namely… ",substance use,,,,Milla;Christina,,
1474,Deze piep stoorde mij,,This beep disturbed me,methodological,,,,Milla;Christina,,
1475,Het is nu …uur…min [response time],,It now is …h …min [response time],,,,,Milla;Christina,,
1476,Ik voel me duizelig,physical complaints,I feel dizzy,,,,,Milla;Christina,,physical health
1477,Ik heb een droge mond,physical complaints,I have a dry mouth,,,,,Milla;Christina,,physical health
1478,Ik voel me misselijk,physical complaints,I feel nauseous,,,,,Milla;Christina,,physical health
1479,Ik voel me slaperig,physical complaints,I feel drowsy,,,,,Milla;Christina,,physical health
1480,Ik heb hoofdpijn,physical complaints,I have a headache,,,,,Milla;Christina,,physical health
1481,Denk aan de meest positieve gebeurtenis sinds de vorige beep. Hoe plezierig was deze gebeurtenis?,event,Think about the most negative event that happened since the last beep. How pleasant was this event?,event,,,,Milla;Christina,,
1482,Denk aan de meest negatieve gebeurtenis sinds de vorige beep. Hoe vervelend was deze gebeurtenis?,event,Think about the most negative event that happened since the last beep. How unpleasant was this event?,event,,,,Milla;Christina,,
1483,Wat denk ik/ Wat dacht u op het moment van de piep? ,Thoughts,What am I thinking?/ What were my thoughts at the moment when I hear the beep?,,,,,Milla;Christina,,cognition
1484,Ik pieker,Thoughts,I'm worrying about things,worry,,,,Milla;Christina,,
1485,Dit is een prettige gedachte,Thoughts,This is a nice thought,,,,,Milla;Christina,,appraisal
1486,Ik ga nu slapen om …u en …min,Evening,I am going to sleep now at … h and … min (time),sleep;evening,,,,Milla;Christina,,
1487,Ik vond dit een gewone dag,Evening,This was an ordinary day,evening,,,,Milla;Christina,,appraisal
1488,Het invullen van het boekje heeft mijn stemming beïnvoed,Response,Filling in the booklet (PM: the device) influenced my mood,evening,,,,Milla;Christina,,methodological
1489,Zonder de pieper zou ik vandaag andere dingen hebben gedaan,Response,If I hadn't had the pager (PM: the device) I would have done other things today,evening,,,,Milla;Christina,,methodological
1490,Ik heb deze ochtend ontbeten,Evening,I had breakfast,evening,,,,Milla;Christina,,
1491,Ontbijt om …u en …min,Evening,Breakfast at …..hrs …min,evening,,,,Milla;Christina,,
1492,Ik heb deze middag gegeten,Evening,I had lunch,evening,,,,Milla;Christina,,
1493,Middag om …u en …min,Evening,Lunch at …..hrs …min,evening,,,,Milla;Christina,,
