"","item_ID","label","description","english","tag_automated","check1_tag_remove","check1_tag_add","tag_automated_check1","check2_tag_remove","check2_tag_add","check2_tag_new","edited_by","tag_final"
"1672",1672,"Het (Dit) kost mij moeite","ACTIVITY","This is difficult for me","activity","","appraisal","activity;appraisal","","","","Milla;Christina","activity;appraisal"
"1673",1673,"Dit kan ik goed","ACTIVITY","I can do this well","activity","","appraisal","activity;appraisal","","self-esteem","","Milla;Christina","activity;appraisal;self-esteem"
"1674",1674,"Waar ben ik","LOCATION","Where am I","location","","","location","","social context","","Milla;Christina","location;social context"
"1675",1675,"Met wie ben ik?","Social stress","Who am I with?","social context;stress","stress","","social context","","","","Milla;Christina","social context"
"1676",1676,"Ik zou liever alleen zijn","Social stress","I would rather be alone","stress","stress","social context;appraisal","","","","","Milla;Christina",""
"1677",1677,"Ik zou liever in gezelschap van andere mensen zijn","Social stress","I would rather be in company","stress","stress","social context;appraisal","","","","","Milla;Christina",""
"1678",1678,"Ik vind dit huidige gezelschap aangenaam","Social stress","I like the present company","stress","stress","social context;appraisal","","","","","Milla;Christina",""
"1679",1679,"Ik vind het aangenaam (fijn) om alleen te zijn","Social stress","I like being alone","stress","stress","social context;appraisal","","","","","Milla;Christina",""
"1680",1680,"Sinds de vorige beep gebruikte ik…  ","Substance use","Since the last beep I used… ","substance use","","","substance use","","","","Milla;Christina","substance use"
"1681",1681,"Denk aan de voor jou belangrijkste gebeurtenis sinds de vorige piep ","EVENT","Think about the most important event that has happened since the last beep ","event","","","event","","appraisal","","Milla;Christina","event;appraisal"
"1682",1682,"Hoe plezierig was deze gebeurtenis -3/+3","EVENT","How pleasant was this event","event","","appraisal","event;appraisal","","","","Milla;Christina","event;appraisal"
"1683",1683,"Deze piep stoorde mij","GENERAL","This beep disturbed me","methodological","","","methodological","","","","Milla;Christina","methodological"
"1684",1684,"Het invullen van het boekje heeft mijn stemming beïnvoed","EVENING","Filling in the devide influenced my mood","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1685",1685,"Ik vond dit een leuke dag","EVENING","I thought this was a nice day","evening","","","","","appraisal","","Milla;Christina","appraisal"
"1686",1686,"Hoe laat is het nu (tijd van opstaan)?","Sleep quality","What time is it?","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1687",1687,"Hoe lang duurde het voordat ik gisterenavond insliep","Sleep quality","How long did it take before I fell asleep last night","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1688",1688,"Hoe vaak werd ik afgelopen nacht wakker","Sleep quality","How often did I wake up last night","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1689",1689,"Hoe lang lag ik vanmorgen wakker voordat ik opstond?","Sleep quality","How long did I lie awake this morning before getting up?","arousal;sleep;morning","arousal","","sleep","","","","Milla;Christina","sleep"
"1690",1690,"Ik heb goed geslapen ","Sleep quality","I slept well","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1691",1691,"Wat dacht ik vlak voordat de beep afging?","Thoughts","What were my thoughts right before the beep?","","","cognition","cognition","","","","Milla;Christina","cognition"
"1692",1692,"Dit is een duidelijke gedachte","Thoughts","This thought was clear","","","cognition;appraisal","","","","","Milla;Christina",""
"1693",1693,"Dit is een gewone gedachte","Thoughts","This is an ordinary thought","","","cognition;appraisal","","","","","Milla;Christina",""
"1694",1694,"Dit is een plezierige gedachte","Thoughts","This thought was pleasant","","","cognition;appraisal","","","","","Milla;Christina",""
"1695",1695,"Ik kan me moeilijk concentreren","Thoughts","I'm having difficulties concentrating","cognition","","","cognition","","attention","","Milla;Christina","cognition;attention"
"1696",1696,"Ik voel me opgewekt","Positive affect","I feel cheerful","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1697",1697,"Ik voel me ontspannen","Positive affect","I feel relaxed","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1698",1698,"Ik voel me tevreden","Positive affect","I feel satisfied","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1699",1699,"Ik voel me onzeker","Negative affect","I feel insecure","negative affect;self-esteem","","","negative affect;self-esteem","","","","Milla;Christina","negative affect;self-esteem"
"1700",1700,"Ik voel me eenzaam","Negative affect","I feel lonely","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1701",1701,"Ik voel me angstig","Negative affect","I feel anxious","anxiety;negative affect;worry","worry","","anxiety;negative affect","","","","Milla;Christina","anxiety;negative affect"
"1702",1702,"Ik voel me somber","Negative affect","I feel down","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1703",1703,"Ik voel me schuldig","Negative affect","I feel guilty","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1704",1704,"Ik voel me gelukkig","Positive affect","I feel happy","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1705",1705,"Mijn gedachten zijn nu achterdochtig","Psychopathology (psychosis)","My mind is now suspicious","psychosis","","symptom","psychosis;symptom","","","","Milla;Christina","psychosis;symptom"
"1706",1706,"Mijn gedachten laten me niet los","Psychopathology (psychosis)","I can’t get these thoughts out of my head","","","psychosis;symptom","","","rumination","","Milla;Christina","rumination"
"1707",1707,"Mijn gedachten worden door anderen beïnvloed","Psychopathology (psychosis)","My thoughts are influenced by other people","","","psychosis;symptom","","","","","Milla;Christina",""
"1708",1708,"Ik hoor stemmen","Psychopathology (psychosis)","I hear voices","","","psychosis;symptom","","","","","Milla;Christina",""
"1709",1709,"Ik zie dingen die anderen niet kunnen zien","Psychopathology (psychosis)","I see thing that other cannot see","","","psychosis;symptom","","","","","Milla;Christina",""
"1710",1710,"Mijn gedachten zijn moeilijk uit te drukken in woorden","Psychopathology (psychosis)","My thoughts are difficult to express in words","","","psychosis;symptom","","","","","Milla;Christina",""
"1711",1711,"Ik voel me onwerkelijk","Psychopathology (psychosis)","I feel unreal","","","psychosis;symptom","","","","","Milla;Christina",""
"1712",1712,"Ik ben bang iets onbeheerst te doen","Psychopathology (psychosis)","I fear to lose control","","","psychosis;symptom","","","","","Milla;Christina",""
"1713",1713,"Mijn gedachten gaan snel","Psychopathology (psychosis)","My thoughts are racing","","","psychosis;symptom","","","","","Milla;Christina",""
"1714",1714,"Sinds de vorige piep heb ik me lichamelijk ingespannen (vb rusten, zitten, wandelen, stofzuigen, fietsen, tenissen, rennen)","Physical","Since the last beep I have engaged in physical activity (e.g., resting, sitting, walking, etc.)","activity","","physical health","activity;physical health","","","","Milla;Christina","activity;physical health"
"1715",1715,"Ik voel me hongerig","Physical","I feel hungry","physical health","","","physical health","","","","Milla;Christina","physical health"
"1716",1716,"Ik voel me lichamelijk gezond","Physical","I feel physically healthy","","","physical health","physical health","","","","Milla;Christina","physical health"
"1717",1717,"Wat doe ik (vlak voordat de piep afging)?","activity","What am I doing (right before the beep)? ","activity","","","activity","","","","Milla;Christina","activity"
"1718",1718,"Ik zou liever wat (/iets) anders doen","activity","I would rather be doing something else","activity","","appraisal","activity;appraisal","","","","Milla;Christina","activity;appraisal"
"1719",1719,"Het (Dit) kost mij moeite","activity","This is difficult for me","activity","","appraisal","activity;appraisal","","","","Milla;Christina","activity;appraisal"
"1720",1720,"Dit kan ik goed","activity","I can do this well","activity","","appraisal","activity;appraisal","","self-esteem","","Milla;Christina","activity;appraisal;self-esteem"
"1721",1721,"Ik vind dat ik actief bezig ben","activity","I think that I'm physically engaged","activity","","appraisal","activity;appraisal","","","","Milla;Christina","activity;appraisal"
"1722",1722,"Deze activiteit is een uitdaging","activity","This activity is challenging","activity","","appraisal","activity;appraisal","","","","Milla;Christina","activity;appraisal"
"1723",1723,"Waar ben ik","location","Where am I","location","","","location","","","","Milla;Christina","location"
"1724",1724,"Ik ben alleen","Social","I am alone","","","social context","social context","","","","Milla;Christina","social context"
"1725",1725,"Met wie ben ik?","Social","Who am I with","social context","","","social context","","","","Milla;Christina","social context"
"1726",1726,"Ik zou liever alleen zijn","Social","I would prefer to be alone","","","social context;appraisal","","","","","Milla;Christina",""
"1727",1727,"Ik vind dit gezelschap aangenaam","Social","I find the people I am with pleasant","","","social context;appraisal","","","","","Milla;Christina",""
"1728",1728,"Hoeveel mannen zijn er aanwezig?","Social","How many men are present?","","","social context","social context","","","","Milla;Christina","social context"
"1729",1729,"Hoeveel vrouwen  zijn er aanwezig?","Social","How many women are present?","","","social context","social context","","","","Milla;Christina","social context"
"1730",1730,"Hoeveel kinderen  zijn er aanwezig?","Social","How many children are present?","","","social context","social context","","","","Milla;Christina","social context"
"1731",1731,"We zijn samen iets aan het doen","Social","We are doing something together","","","social interaction","social interaction","","","","Milla;Christina","social interaction"
"1732",1732,"Ik vind deze mensen vijandig","Social","I find these people hostile","","","social context;appraisal","","","","","Milla;Christina",""
"1733",1733,"Sinds de laatste piep gebruikte ik… ","substance use","Since the last beep I have used … ","substance use","","","substance use","","","","Milla;Christina","substance use"
"1734",1734,"Andere, namelijk … ","substance use","Other, namely … ","substance use","","","substance use","","","","Milla;Christina","substance use"
"1735",1735,"Is het langer dan 20 minuten geleden sinds je hash gebruikte?","substance use","Has it been more than 20 minutes since you last used hash?","substance use","","","substance use","","","","Milla;Christina","substance use"
"1736",1736,"Is het langer dan 20 minuten geleden sinds je wiet gebruikte?","substance use","Has it been more than 20 minutes since you last used weed?","substance use","","","substance use","","","","Milla;Christina","substance use"
"1737",1737,"Hoeveel glazen alcohol heb je gedronken?","substance use","How many glasses of alcohol did you drink?","substance use","","","substance use","","","","Milla;Christina","substance use"
"1738",1738,"Wat is de belangrijkste gebeurtenis die plaatsgevonden heeft sinds de vorige beep?","stress","What was the most important event that occured since the previous beep?","event;stress","stress","","event","","appraisal","","Milla;Christina","event;appraisal"
"1739",1739,"Hoe plezierig was deze gebeurtenis -3/+3","stress","How pleasant was this event","event;stress","stress","appraisal","event;appraisal","","","","Milla;Christina","event;appraisal"
"1740",1740,"Deze piep stoorde mij","beep disturbance","This beep disturbed me","methodological","","","methodological","","","","Milla;Christina","methodological"
"1741",1741,"Het is nu …uur…min ","response time","It now is …h …min","","","","","","","","Milla;Christina",""
"1742",1742,"Ik ga nu slapen om …u en …min","Evening","I am going to sleep now at … hrs … min","sleep;evening","","","sleep","","","","Milla;Christina","sleep"
"1743",1743,"Ik vond dit een gewone dag","Evening","This was an ordinary day","evening","","","","","","","Milla;Christina",""
"1744",1744,"Het invullen van het boekje heeft mijn stemming beïnvoed","Evening","Filling in the booklet influenced my mood","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1745",1745,"Zonder de pieper zou ik vandaag andere dingen hebben gedaan","Evening","If I hadn't had the pager I would have done other things today","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1746",1746,"Globaal gezien voelde ik me vandaag goed","Evening","Generally, I felt well today","evening","","","","","physical health;positive affect","","Milla;Christina","physical health;positive affect"
"1747",1747,"Globaal voelde ik mij vandaag gespannen","Evening","Generally, I felt tense today","stress;evening","","","stress","","negative affect","","Milla;Christina","stress;negative affect"
"1748",1748,"Globaal gezien voelde ik mij vandaag ANGSTIG","Evening","Generally, I felt anxious today","anxiety;negative affect;worry;evening","worry","","anxiety;negative affect","","","","Milla;Christina","anxiety;negative affect"
"1749",1749,"Ik ben veel alleen geweest","Evening","I spent a lot of time alone","evening","","social context","social context","","","","Milla;Christina","social context"
"1750",1750,"Ik heb deze ochtend ontbeten","Evening","I had breakfast","evening","","","","","","","Milla;Christina",""
"1751",1751,"Ontbijt om …u en …min","Evening","Breakfast at …..hrs …min","evening","","","","","","","Milla;Christina",""
"1752",1752,"Ik heb deze middag gegeten","Evening","I had lunch","evening","","","","","","","Milla;Christina",""
"1753",1753,"Middag om …u en …min","Evening","Lunch at …..hrs …min","evening","","","","","","","Milla;Christina",""
"1754",1754,"Ik heb deze avond gegeten","Evening","I had dinner","evening","","","","","","","Milla;Christina",""
"1755",1755,"Avond om …u en …min","Evening","Dinner at …..hrs …min","evening","","","","","","","Milla;Christina",""
"1756",1756,"Ik ben vandaag gaan werken / studeren / naar school gegaan","Evening","I went to work/study today","evening","","activity","activity","","","","Milla;Christina","activity"
"1757",1757,"Werk van …u en …min tot … u en … min","Evening","Work from …..hrs …min   to …hrs …min","evening","","","","","methodological","","Milla;Christina","methodological"
"1758",1758,"Ik heb het boekje niet ingevuld tot …u en …min","Evening","I did not fill in the booklet to …hrs …min","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1759",1759,"Reden van niet invullen boekje: … ","Evening","Reason for not filling in the booklet: …","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1760",1760,"Ik heb vandaag alcohol gedronken","Substance use","I drank alcohol today","substance use;evening","","","substance use","","","","Milla;Christina","substance use"
"1761",1761,"Ik heb vandaag cannabis gebruikt","Substance use","I used cannabis today","substance use;evening","","","substance use","","","","Milla;Christina","substance use"
"1762",1762,"Ik was hierbij voornamelijk alleen","Substance use","I was mostly alone with this","substance use;evening","","","substance use","","social context","","Milla;Christina","substance use;social context"
"1763",1763,"Het initiatief kwam van mijzelf","Substance use","The initiative came from myself","substance use;evening","","","substance use","","","","Milla;Christina","substance use"
"1764",1764,"Ik heb cannabis gebruikt omdat …..........","Substance use","I smoked weed because…...","substance use;evening","","","substance use","","","","Milla;Christina","substance use"
"1765",1765,"Ik heb ongeveer ….. gram hasj of weed gerookt","Substance use","I smoked approximately …...... gram of Hasj or Weed","substance use;evening","","","substance use","","","","Milla;Christina","substance use"
"1766",1766,"Dit kostte ongeveer € ……. per gram","Substance use","It costs approximately € ……. per gram","substance use;evening","","","substance use","","","","Milla;Christina","substance use"
"1767",1767,"Vóór het blowen voelde ik me goed","Substance use","Before smoking weed I felt good","substance use;evening","","positive affect","substance use;positive affect","","","","Milla;Christina","substance use;positive affect"
"1768",1768,"Vóór het blowen voelde ik me somber","Substance use","Before smoking weed I felt sad","negative affect;substance use;evening","","","negative affect;substance use","","emotion regulation;coping","","Milla;Christina","negative affect;substance use;emotion regulation;coping"
"1769",1769,"Vóór het blowen voelde ik me gestresst","Substance use","Before smoking weed I felt stressed","negative affect;stress;substance use;evening","","","negative affect;stress;substance use","","emotion regulation;coping","","Milla;Christina","negative affect;stress;substance use;emotion regulation;coping"
"1770",1770,"Ná het blowen voelde ik me goed","Substance use","After smoking weed I felt good","substance use;evening","","positive affect","substance use;positive affect","","emotion regulation;coping","","Milla;Christina","substance use;positive affect;emotion regulation;coping"
"1771",1771,"Ná het blowen voelde ik me somber","Substance use","After smoking weed I felt sad","negative affect;substance use;evening","","","negative affect;substance use","","","","Milla;Christina","negative affect;substance use"
"1772",1772,"Ná het blowen voelde ik me gestresst","Substance use","After smoking weed I felt stressed","negative affect;stress;substance use;evening","","","negative affect;stress;substance use","","","","Milla;Christina","negative affect;stress;substance use"
"1773",1773,"Op dit moment ben ik onder invloed","Substance use","At this moment I am under the influence. ","substance use;evening","","","substance use","","","","Milla;Christina","substance use"
"1774",1774,"Hoe lang duurde het voordat ik gisterenavond insliep","Sleep quality","How long did it take before I fell asleep last night","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1775",1775,"Hoe lang duurde het voordat ik in slaap viel gisterenavond?","Sleep quality","How long did it take me to fall asleep last night? ","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1776",1776,"Hoe vaak werd ik afgelopen nacht wakker?","Sleep quality","How often did I wake up last night?","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1777",1777,"Hoe lang lag ik vanmorgen wakker voordat ik opstond?","Sleep quality","How long did I lie awake this morning before I got up?","arousal;sleep;morning","arousal","","sleep","","","","Milla;Christina","sleep"
"1778",1778,"Ik heb goed geslapen ","Sleep quality","I slept well","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1779",1779,"Ik heb zin in deze dag","Sleep quality","I am looking forward to this day","sleep;morning","sleep","","","","","","Milla;Christina",""
"1780",1780,"Ik heb gisteren mijn medicatie genomen. Indien niet: neem zo snel mogelijk alsnog je pil in.","Sleep quality","I took my medication yesterday","sleep;morning","","substance use","sleep;substance use","","","","Milla;Christina","sleep;substance use"
"1781",1781,"Ik kan me goed concentreren","Thoughts","I can concentrate well","cognition","","","cognition","","","","Milla;Christina","cognition"
"1782",1782,"Ik pieker","Thoughts","I worry","worry","","","worry","","negative affect","","Milla;Christina","worry;negative affect"
"1783",1783,"Ik voel me opgewekt","Positive affect","I feel cheerful","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1784",1784,"Ik voel me ontspannen","Positive affect","I feel relaxed","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1785",1785,"Ik voel me enthousiast","Positive affect","I feel enthousiastic","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1786",1786,"Ik voel me tevreden","Positive affect","I feel satisfied","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1787",1787,"Ik voel me eenzaam","Negative affect","I feel lonely","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1788",1788,"Ik voel me angstig","Negative affect","I feel anxious","anxiety;negative affect;worry","worry","","anxiety;negative affect","","","","Milla;Christina","anxiety;negative affect"
"1789",1789,"Ik voel me geïrriteerd","Negative affect","I feel irritated","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1790",1790,"Ik voel me somber","Negative affect","I feel down","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1791",1791,"Ik voel me schuldig","Negative affect","I feel guilty","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1792",1792,"Ik voel me prikkelbaar","Negative affect","I feel agitated","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1793",1793,"Ik voel me rusteloos","Negative affect","I feel restless","negative affect","","","negative affect","","physical health;depression;anxiety","","Milla;Christina","negative affect;physical health;depression;anxiety"
"1794",1794,"Ik voel me sterk","Mood","I feel strong","","","","","","physical health;self-esteem","","Milla;Christina","physical health;self-esteem"
"1795",1795,"Ik voel me besluiteloos","Mood","I feel indecisive","","","","","","depression","","Milla;Christina","depression"
"1796",1796,"Ik voel me wantrouwig","Mood","I feel suscpicious","","","","","","psychosis","","Milla;Christina","psychosis"
"1797",1797,"Ik kan alles aan","Self-esteem","I can handle anything","self-esteem","","","self-esteem","","","","Milla;Christina","self-esteem"
"1798",1798,"Ik heb honger","Physical","I am hungry","physical health","","","physical health","","","","Milla;Christina","physical health"
"1799",1799,"Ik heb pijn","Physical","I am in pain","physical health","","","physical health","","negative affect","","Milla;Christina","physical health;negative affect"
"1800",1800,"Ik heb hoofdpijn","Physical","I have a headache","","","physical health","physical health","","","","Milla;Christina","physical health"
"1801",1801,"Ik voel me duizelig","Physical","I feel dizzy","","","physical health","physical health","","","","Milla;Christina","physical health"
"1802",1802,"Ik heb een droge mond","Physical","I have a dry mouth","","","physical health","physical health","","","","Milla;Christina","physical health"
"1803",1803,"Ik voel me misselijk","Physical","I feel nauseous","","","physical health","physical health","","","","Milla;Christina","physical health"
"1804",1804,"Ik ben moe","Physical","I am tired ","fatigue","","physical health","fatigue;physical health","","","","Milla;Christina","fatigue;physical health"
"1805",1805,"Ik voel me slaperig","Physical","I feel sleepy","fatigue;sleep","sleep","","fatigue","","","","Milla;Christina","fatigue"
"1806",1806,"Ik mag mezelf","Self-esteem","I like myself","self-esteem","","","self-esteem","","","","Milla;Christina","self-esteem"
"1807",1807,"Ik schaam me voor mezelf","Self-esteem","I am ashamed of myself","self-esteem","","","self-esteem","","","","Milla;Christina","self-esteem"
"1808",1808,"Ik twijfel aan mezelf","Self-esteem","I doubt myself","self-esteem","","","self-esteem","","","","Milla;Christina","self-esteem"
"1809",1809,"Wat doe ik (vlak voordat de beep afging)?","Activity","What am I doing (just before the beep)? ","activity","","","activity","","","","Milla;Christina","activity"
"1810",1810,"Wat ben je nog aan het doen?","Activity","What else are you doing?","activity","","","activity","","","","Milla;Christina","activity"
"1811",1811,"Het (Dit) kost mij moeite","Activity","This (activity) requires effort","activity","","appraisal","activity;appraisal","","","","Milla;Christina","activity;appraisal"
"1812",1812,"Ik vind het leuk om dit te doen","Activity","I like doing this","activity","","appraisal","activity;appraisal","","","","Milla;Christina","activity;appraisal"
"1813",1813,"Dit kan ik goed","Activity","I am good at this","activity","","appraisal","activity;appraisal","","self-esteem","","Milla;Christina","activity;appraisal;self-esteem"
"1814",1814,"Sinds de laatste beep heb ik me fysiek ingespannen","Activity","From the last beep onwards I was physically active","activity","","","activity","","","","Milla;Christina","activity"
"1815",1815,"Met wie ben ik?","Social","Who am I with?","social context","","","social context","","","","Milla;Christina","social context"
"1816",1816,"Met wie ben ik nog?","Social","Who else am I with?","","","social context","social context","","","","Milla;Christina","social context"
"1817",1817,"En … (wie nog?)","Social","And… (who else in addition)","","","social context","social context","","","","Milla;Christina","social context"
"1818",1818,"Ik zou liever in gezelschap van andere mensen zijn","Social","I prefer being in company","","","social context;appraisal","","","","","Milla;Christina",""
"1819",1819,"Ik vind dit gezelschap aangenaam","Social","I find this company pleasant","","","social context;appraisal","","","","","Milla;Christina",""
"1820",1820,"Ik vind het aangenaam (fijn) om alleen te zijn","Social","I enjoy to be alone","","","social context;appraisal","","","","","Milla;Christina",""
"1821",1821,"Ik ben liever alleen","Social","I prefer to be alone","","","social context;appraisal","","","","","Milla;Christina",""
"1822",1822,"Hoeveel mensen zijn er bij mij?","Social","How many people am I with?","","","social context","social context","","","","Milla;Christina","social context"
"1823",1823,"We zijn samen iets aan het doen","Social","We are doing something together","","","social interaction","social interaction","","","","Milla;Christina","social interaction"
"1824",1824,"Denk aan de belangrijkste gebeurtenis die sinds de vorige beep plaatsgevonden heeft. Hoe belangrijk was deze gebeurtenis?","Event","Think about the most important thing that has happened since the previous beep. How important was this event?","event","","","event","","appraisal","","Milla;Christina","event;appraisal"
"1825",1825,"Deze gebeurtenis was","Event","This event was:","event","","appraisal","event;appraisal","","","","Milla;Christina","event;appraisal"
"1826",1826,"Deze gebeurtenis was","Event","This event was:","event","","appraisal","event;appraisal","","","","Milla;Christina","event;appraisal"
"1827",1827,"Hoe vaak gebeurt dit gewoonlijk","Event","This usually happens","event","","appraisal","event;appraisal","","","","Milla;Christina","event;appraisal"
"1828",1828,"Deze gebeurtenis had vooral te maken met…","Event","The event mainly had to do with …","event","","appraisal","event;appraisal","","","","Milla;Christina","event;appraisal"
"1829",1829,"Deze gebeurtenis had betrekking tot","Event","This event pertained to …","event","","appraisal","event;appraisal","","","","Milla;Christina","event;appraisal"
"1830",1830,"Deze beep stoorde mij","General","This beep disturbs me","methodological","","","methodological","","","","Milla;Christina","methodological"
"1831",1831,"Ik vond dit een gewone dag","Evening","This found an ordinary day","evening","","","","","appraisal","","Milla;Christina","appraisal"
"1832",1832,"Het invullen van het boekje heeft mijn stemming beïnvoed","Evening","Filling in the questionnaire influenced my mood","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1833",1833,"Zonder de beeper zou ik vandaag andere dingen hebben gedaan","Evening","Without the devide I would have done different things today","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1834",1834,"Ik ben vandaag gaan werken / studeren / naar school gegaan","Evening","I worked/studied today","evening","","activity","activity","","","","Milla;Christina","activity"
"1835",1835,"Ik vond dit een leuke dag","Evening","I found this a nice day","evening","","appraisal","appraisal","","","","Milla;Christina","appraisal"
"1836",1836,"Ik heb vandaag mijn medicatie genomen","Evening","I took my medication today","evening","","substance use","substance use","","","","Milla;Christina","substance use"
"1837",1837,"Hoe laat is het nu (tijd van opstaan)?","Sleep quality","What time is it now (time of getting up)?","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1838",1838,"Hoe lang duurde het voordat ik in slaap viel?","Sleep quality","How long did it take me to fall asleep? ","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1839",1839,"Hoe vaak werd ik wakker, mijn uiteindelijk ontwaken niet meegeteld? ","Sleep quality","Hoe many times did I wake up, not counting my final awakening? ","arousal;sleep;morning","arousal","","sleep","","","","Milla;Christina","sleep"
"1840",1840,"Hoe lang lag ik vanmorgen wakker voordat ik opstond?","Sleep quality","How long did I lie awake this morning before getting up","arousal;sleep;morning","arousal","","sleep","","","","Milla;Christina","sleep"
"1841",1841,"Ik heb goed geslapen ","Sleep quality","I slept well","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1842",1842,"Wat dacht ik vlak voor de beep afging?","Thoughts","What was I thinking about right before the beep?","","","cognition","cognition","","","","Milla;Christina","cognition"
"1843",1843,"Dit is een plezierige gedachte","Thoughts","This thought was pleasant","","","cognition;appraisal","","","","","Milla;Christina",""
"1844",1844,"Ik pieker","Thoughts","I'm worrying about things","worry","","","worry","","negative affect","","Milla;Christina","worry;negative affect"
"1845",1845,"Ik kan me moeilijk concentreren","Thoughts","I find it difficult to concentrate","cognition","","","cognition","","attention","","Milla;Christina","cognition;attention"
"1846",1846,"ik ben afwezig","Thoughts","I'm absent-minded","","","cognition","cognition","","","","Milla;Christina","cognition"
"1847",1847,"Ik voel me opgewekt","Mood","I feel cheerful","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1848",1848,"Ik voel me ontspannen","Mood","I feel relaxed","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1849",1849,"Ik voel me enthousiast","Positive affect","I feel enthousiastic","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1850",1850,"Ik voel me tevreden","Positive affect","I feel satisfied","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1851",1851,"Ik voel me onzeker","Negative affect","I feel insecure","negative affect;self-esteem","","","negative affect;self-esteem","","","","Milla;Christina","negative affect;self-esteem"
"1852",1852,"Ik voel me eenzaam","Negative affect","I feel lonely","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1853",1853,"Ik voel me angstig","Negative affect","I feel anxious","anxiety;negative affect;worry","worry","","anxiety;negative affect","","","","Milla;Christina","anxiety;negative affect"
"1854",1854,"Ik voel me geïrriteerd","Mood","I feel irritated","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1855",1855,"Ik voel me somber","Negative affect","I feel down","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1856",1856,"Ik voel me schuldig","Negative affect","I feel guilty","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1857",1857,"Ik voel me gelukkig","Positive affect","I feel happy","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1858",1858,"Ik voel me nieuwsgierig","Positive affect","I feel curious","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1859",1859,"Ik voel me geïnspireerd","Positive affect","I feel inspired","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1860",1860,"Globaal gezien voel ik mij nu goed","Mood","Generally, I feel well at the moment","","","","","","positive affect","","Milla;Christina","positive affect"
"1861",1861,"Ik voel me opgejaagd","Mood","I feel rushed","","","","","","arousal","","Milla;Christina","arousal"
"1862",1862,"Ik voel me sterk","Positive affect","I feel strong","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1863",1863,"Ik voel me geanimeerd","Positive affect","I feel animated","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1864",1864,"Ik voel me teleurgesteld","Negative affect","I feel disappointed","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1865",1865,"Ik voel me wantrouwig","Negative affect","I feel suspicious","negative affect;psychosis","","","negative affect;psychosis","","","","Milla;Christina","negative affect;psychosis"
"1866",1866,"Mijn gedachten laten me niet los","Pathology","I can’t get these thoughts out of my head","","","","","","psychosis;rumination","","Milla;Christina","psychosis;rumination"
"1867",1867,"Sinds de vorige piep heb ik me lichamelijk ingespannen (vb wandelen, stofzuigen, fietsen, tenissen, rennen)","Physical","Since the last beep I have engaged in physical activity (e.g. walking, vacuuming, biking, playing tennis, running)","activity","","physical health","activity;physical health","","","","Milla;Christina","activity;physical health"
"1868",1868,"Ik heb honger","Physical","I am hungry","physical health","","","physical health","","","","Milla;Christina","physical health"
